00:00:07.779|Info    |PLTAGDIA|192.168.70.250      |Tag diagnostic process start on tag 201297
00:00:07.779|Info    |PLMASTER|192.168.70.250      |Socket connection to Master begin
00:00:07.779|Info    |PLMASTER|192.168.70.250      |CMD: rp06
00:00:07.826|Info    |PLMASTER|192.168.70.250      |RSP: 00
00:00:07.826|Info    |PLMASTER|192.168.70.250      |Socket connection to Master end
00:00:07.826|Info    |PLMASTER|192.168.70.250      |Enable connection (Sender = P2LightTagDiagnostic, Exclusive = False, Interruptible = True, AwakeMode = False): Result = True
00:00:07.826|Info    |PLMASTER|192.168.70.250      |CMD: bp201297
00:00:08.232|Info    |PLMASTER|192.168.70.250      |RSP: 000340
00:00:08.436|Info    |PLMASTER|192.168.70.250      |CMD: rs201297
00:00:08.842|Info    |PLMASTER|192.168.70.250      |RSP: 0000FF F3AD
00:00:08.842|Info    |PLMASTER|192.168.70.250      |Socket disconnection from Master begin
00:00:08.842|Info    |PLMASTER|192.168.70.250      |Socket disconnection from Master end
00:00:08.842|Info    |PLMASTER|192.168.70.250      |Disable connection (Sender = P2LightTagDiagnostic): Result = True
00:00:08.873|Info    |PLTAGDIA|192.168.70.250      |Tag diagnostic process completed on tag 201297: Ok (Voltage = 3.40, Rssi = -80)
00:01:08.924|Info    |PLTAGDIA|192.168.70.250      |Tag diagnostic process start on tag 201304
00:01:08.924|Info    |PLMASTER|192.168.70.250      |Socket connection to Master begin
00:01:08.939|Info    |PLMASTER|192.168.70.250      |CMD: rp06
00:01:08.971|Info    |PLMASTER|192.168.70.250      |RSP: 00
00:01:08.971|Info    |PLMASTER|192.168.70.250      |Socket connection to Master end
00:01:08.971|Info    |PLMASTER|192.168.70.250      |Enable connection (Sender = P2LightTagDiagnostic, Exclusive = False, Interruptible = True, AwakeMode = False): Result = True
00:01:08.971|Info    |PLMASTER|192.168.70.250      |CMD: bp201304
00:01:09.377|Info    |PLMASTER|192.168.70.250      |RSP: 000343
00:01:09.596|Info    |PLMASTER|192.168.70.250      |CMD: rs201304
00:01:10.018|Info    |PLMASTER|192.168.70.250      |RSP: 0000D3 F0AE
00:01:10.033|Info    |PLMASTER|192.168.70.250      |Socket disconnection from Master begin
00:01:10.033|Info    |PLMASTER|192.168.70.250      |Socket disconnection from Master end
00:01:10.033|Info    |PLMASTER|192.168.70.250      |Disable connection (Sender = P2LightTagDiagnostic): Result = True
00:01:10.033|Info    |PLTAGDIA|192.168.70.250      |Tag diagnostic process completed on tag 201304: Ok (Voltage = 3.43, Rssi = -82)
00:02:10.055|Info    |PLTAGDIA|192.168.70.250      |Tag diagnostic process start on tag 201306
00:02:10.055|Info    |PLMASTER|192.168.70.250      |Socket connection to Master begin
00:02:10.055|Info    |PLMASTER|192.168.70.250      |CMD: rp06
00:02:10.086|Info    |PLMASTER|192.168.70.250      |RSP: 00
00:02:10.086|Info    |PLMASTER|192.168.70.250      |Socket connection to Master end
00:02:10.086|Info    |PLMASTER|192.168.70.250      |Enable connection (Sender = P2LightTagDiagnostic, Exclusive = False, Interruptible = True, AwakeMode = False): Result = True
