00:19:51.817|Info    |PLTAGDIA|192.168.70.249      |Tag diagnostic process start on tag 301071
00:19:51.817|Info    |PLMASTER|192.168.70.249      |Socket connection to Master begin
00:19:51.817|Info    |PLMASTER|192.168.70.249      |CMD: rp06
00:19:51.864|Info    |PLMASTER|192.168.70.249      |RSP: 03
00:19:51.864|Info    |PLMASTER|192.168.70.249      |Socket connection to Master end
00:19:51.864|Info    |PLMASTER|192.168.70.249      |Enable connection (Sender = P2LightTagDiagnostic, Exclusive = False, Interruptible = True, AwakeMode = False): Result = True
00:19:51.864|Info    |PLMASTER|192.168.70.249      |CMD: bp301071
00:19:52.271|Info    |PLMASTER|192.168.70.249      |RSP: 000350
00:19:52.489|Info    |PLMASTER|192.168.70.249      |CMD: rs301071
00:19:52.896|Info    |PLMASTER|192.168.70.249      |RSP: 0000DC FDAE
00:19:52.896|Info    |PLMASTER|192.168.70.249      |Socket disconnection from Master begin
00:19:52.896|Info    |PLMASTER|192.168.70.249      |Socket disconnection from Master end
00:19:52.896|Info    |PLMASTER|192.168.70.249      |Disable connection (Sender = P2LightTagDiagnostic): Result = True
00:19:52.912|Info    |PLTAGDIA|192.168.70.249      |Tag diagnostic process completed on tag 301071: Ok (Voltage = 3.50, Rssi = -75)
00:20:52.938|Info    |PLTAGDIA|192.168.70.249      |Tag diagnostic process start on tag 210366
00:20:52.938|Info    |PLMASTER|192.168.70.249      |Socket connection to Master begin
00:20:52.938|Info    |PLMASTER|192.168.70.249      |CMD: rp06
00:20:52.970|Info    |PLMASTER|192.168.70.249      |RSP: 03
00:20:52.970|Info    |PLMASTER|192.168.70.249      |Socket connection to Master end
00:20:52.970|Info    |PLMASTER|192.168.70.249      |Enable connection (Sender = P2LightTagDiagnostic, Exclusive = False, Interruptible = True, AwakeMode = False): Result = True
00:20:52.970|Info    |PLMASTER|192.168.70.249      |CMD: bp210366
00:20:53.376|Info    |PLMASTER|192.168.70.249      |RSP: 000340
00:20:53.595|Info    |PLMASTER|192.168.70.249      |CMD: rs210366
00:20:54.001|Info    |PLMASTER|192.168.70.249      |RSP: 40 F6B0
00:20:54.001|Error   |PLMASTER|192.168.70.249      |Tag diagnostic error on tag 210366: RS command not supported
00:20:54.001|Info    |PLMASTER|192.168.70.249      |Socket disconnection from Master begin
00:20:54.001|Info    |PLMASTER|192.168.70.249      |Socket disconnection from Master end
00:20:54.001|Info    |PLMASTER|192.168.70.249      |Disable connection (Sender = P2LightTagDiagnostic): Result = True
00:20:54.017|Info    |PLTAGDIA|192.168.70.249      |Tag diagnostic process completed on tag 210366: Ok (Voltage = 3.40, Rssi = -79)
00:21:54.029|Info    |PLTAGDIA|192.168.70.249      |Tag diagnostic process start on tag 210243
00:21:54.029|Info    |PLMASTER|192.168.70.249      |Socket connection to Master begin
00:21:54.029|Info    |PLMASTER|192.168.70.249      |CMD: rp06
00:21:54.076|Info    |PLMASTER|192.168.70.249      |RSP: 03
00:21:54.076|Info    |PLMASTER|192.168.70.249      |Socket connection to Master end
00:21:54.076|Info    |PLMASTER|192.168.70.249      |Enable connection (Sender = P2LightTagDiagnostic, Exclusive = False, Interruptible = True, AwakeMode = False): Result = True
00:21:54.076|Info    |PLMASTER|192.168.70.249      |CMD: bp210243
00:21:54.483|Info    |PLMASTER|192.168.70.249      |RSP: 000337
00:21:54.686|Info    |PLMASTER|192.168.70.249      |CMD: rs210243
00:21:55.092|Info    |PLMASTER|192.168.70.249      |RSP: 00000C FFB1
00:21:55.092|Info    |PLMASTER|192.168.70.249      |Socket disconnection from Master begin
00:21:55.092|Info    |PLMASTER|192.168.70.249      |Socket disconnection from Master end
00:21:55.092|Info    |PLMASTER|192.168.70.249      |Disable connection (Sender = P2LightTagDiagnostic): Result = True
00:21:55.108|Info    |PLTAGDIA|192.168.70.249      |Tag diagnostic process completed on tag 210243: Ok (Voltage = 3.37, Rssi = -74)
01:09:56.006|Info    |PLTAGDIA|192.168.70.249      |Tag diagnostic process start on tag 300189
01:09:56.006|Info    |PLMASTER|192.168.70.249      |Socket connection to Master begin
01:09:56.006|Info    |PLMASTER|192.168.70.249      |CMD: rp06
01:09:56.053|Info    |PLMASTER|192.168.70.249      |RSP: 03
01:09:56.053|Info    |PLMASTER|192.168.70.249      |Socket connection to Master end
01:09:56.053|Info    |PLMASTER|192.168.70.249      |Enable connection (Sender = P2LightTagDiagnostic, Exclusive = False, Interruptible = True, AwakeMode = False): Result = True
01:09:56.053|Info    |PLMASTER|192.168.70.249      |CMD: bp300189
01:09:56.460|Info    |PLMASTER|192.168.70.249      |RSP: 000315
01:09:56.679|Info    |PLMASTER|192.168.70.249      |CMD: rs300189
01:09:57.085|Info    |PLMASTER|192.168.70.249      |RSP: 0000D1 0AAF
01:09:57.085|Info    |PLMASTER|192.168.70.249      |Socket disconnection from Master begin
01:09:57.085|Info    |PLMASTER|192.168.70.249      |Socket disconnection from Master end
01:09:57.085|Info    |PLMASTER|192.168.70.249      |Disable connection (Sender = P2LightTagDiagnostic): Result = True
01:09:57.101|Info    |PLTAGDIA|192.168.70.249      |Tag diagnostic process completed on tag 300189: BatteryWeak (Voltage = 3.15, Rssi = -69)
01:11:57.121|Info    |PLTAGDIA|192.168.70.249      |Tag diagnostic process start on tag 300190
01:11:57.137|Info    |PLMASTER|192.168.70.249      |Socket connection to Master begin
01:11:57.137|Info    |PLMASTER|192.168.70.249      |CMD: rp06
01:11:57.168|Info    |PLMASTER|192.168.70.249      |RSP: 03
01:11:57.168|Info    |PLMASTER|192.168.70.249      |Socket connection to Master end
01:11:57.168|Info    |PLMASTER|192.168.70.249      |Enable connection (Sender = P2LightTagDiagnostic, Exclusive = False, Interruptible = True, AwakeMode = False): Result = True
01:11:57.168|Info    |PLMASTER|192.168.70.249      |CMD: bp300190
01:11:57.574|Info    |PLMASTER|192.168.70.249      |RSP: 000332
01:11:57.777|Info    |PLMASTER|192.168.70.249      |CMD: rs300190
01:11:58.183|Info    |PLMASTER|192.168.70.249      |RSP: 000087 05B0
01:11:58.183|Info    |PLMASTER|192.168.70.249      |Socket disconnection from Master begin
01:11:58.183|Info    |PLMASTER|192.168.70.249      |Socket disconnection from Master end
01:11:58.183|Info    |PLMASTER|192.168.70.249      |Disable connection (Sender = P2LightTagDiagnostic): Result = True
01:11:58.199|Info    |PLTAGDIA|192.168.70.249      |Tag diagnostic process completed on tag 300190: Ok (Voltage = 3.32, Rssi = -72)
01:17:58.282|Info    |PLTAGDIA|192.168.70.249      |Tag diagnostic process start on tag 300364
01:17:58.282|Info    |PLMASTER|192.168.70.249      |Socket connection to Master begin
01:17:58.298|Info    |PLMASTER|192.168.70.249      |CMD: rp06
01:17:58.329|Info    |PLMASTER|192.168.70.249      |RSP: 03
01:17:58.329|Info    |PLMASTER|192.168.70.249      |Socket connection to Master end
01:17:58.329|Info    |PLMASTER|192.168.70.249      |Enable connection (Sender = P2LightTagDiagnostic, Exclusive = False, Interruptible = True, AwakeMode = False): Result = True
01:17:58.329|Info    |PLMASTER|192.168.70.249      |CMD: bp300364
01:17:58.751|Info    |PLMASTER|192.168.70.249      |RSP: 000327
01:17:58.939|Info    |PLMASTER|192.168.70.249      |CMD: rs300364
01:17:59.345|Info    |PLMASTER|192.168.70.249      |RSP: 000064 03AE
01:17:59.345|Info    |PLMASTER|192.168.70.249      |Socket disconnection from Master begin
01:17:59.345|Info    |PLMASTER|192.168.70.249      |Socket disconnection from Master end
01:17:59.345|Info    |PLMASTER|192.168.70.249      |Disable connection (Sender = P2LightTagDiagnostic): Result = True
01:17:59.361|Info    |PLTAGDIA|192.168.70.249      |Tag diagnostic process completed on tag 300364: Ok (Voltage = 3.27, Rssi = -73)
01:18:59.384|Info    |PLTAGDIA|192.168.70.249      |Tag diagnostic process start on tag 300379
01:18:59.384|Info    |PLMASTER|192.168.70.249      |Socket connection to Master begin
01:18:59.384|Info    |PLMASTER|192.168.70.249      |CMD: rp06
01:18:59.415|Info    |PLMASTER|192.168.70.249      |RSP: 03
01:18:59.415|Info    |PLMASTER|192.168.70.249      |Socket connection to Master end
01:18:59.415|Info    |PLMASTER|192.168.70.249      |Enable connection (Sender = P2LightTagDiagnostic, Exclusive = False, Interruptible = True, AwakeMode = False): Result = True
01:18:59.415|Info    |PLMASTER|192.168.70.249      |CMD: bp300379
01:18:59.837|Info    |PLMASTER|192.168.70.249      |RSP: 000341
01:19:00.025|Info    |PLMASTER|192.168.70.249      |CMD: rs300379
01:19:00.447|Info    |PLMASTER|192.168.70.249      |RSP: 0000D3 F3B1
01:19:00.447|Info    |PLMASTER|192.168.70.249      |Socket disconnection from Master begin
01:19:00.447|Info    |PLMASTER|192.168.70.249      |Socket disconnection from Master end
01:19:00.447|Info    |PLMASTER|192.168.70.249      |Disable connection (Sender = P2LightTagDiagnostic): Result = True
01:19:00.479|Info    |PLTAGDIA|192.168.70.249      |Tag diagnostic process completed on tag 300379: Ok (Voltage = 3.41, Rssi = -80)
01:21:00.526|Info    |PLTAGDIA|192.168.70.249      |Tag diagnostic process start on tag 300413
01:21:00.526|Info    |PLMASTER|192.168.70.249      |Socket connection to Master begin
01:21:00.526|Info    |PLMASTER|192.168.70.249      |CMD: rp06
01:21:00.573|Info    |PLMASTER|192.168.70.249      |RSP: 03
01:21:00.573|Info    |PLMASTER|192.168.70.249      |Socket connection to Master end
01:21:00.573|Info    |PLMASTER|192.168.70.249      |Enable connection (Sender = P2LightTagDiagnostic, Exclusive = False, Interruptible = True, AwakeMode = False): Result = True
01:21:00.573|Info    |PLMASTER|192.168.70.249      |CMD: bp300413
01:21:00.979|Info    |PLMASTER|192.168.70.249      |RSP: 200291
01:21:01.198|Info    |PLMASTER|192.168.70.249      |CMD: rs300413
01:21:01.604|Info    |PLMASTER|192.168.70.249      |RSP: 20005D 00AC
01:21:01.604|Info    |PLMASTER|192.168.70.249      |Socket disconnection from Master begin
01:21:01.604|Info    |PLMASTER|192.168.70.249      |Socket disconnection from Master end
01:21:01.604|Info    |PLMASTER|192.168.70.249      |Disable connection (Sender = P2LightTagDiagnostic): Result = True
01:21:01.620|Info    |PLTAGDIA|192.168.70.249      |Tag diagnostic process completed on tag 300413: BatteryLow (Voltage = 2.91, Rssi = -74)
01:22:01.647|Info    |PLTAGDIA|192.168.70.249      |Tag diagnostic process start on tag 300420
01:22:01.647|Info    |PLMASTER|192.168.70.249      |Socket connection to Master begin
01:22:01.647|Info    |PLMASTER|192.168.70.249      |CMD: rp06
01:22:01.694|Info    |PLMASTER|192.168.70.249      |RSP: 03
01:22:01.694|Info    |PLMASTER|192.168.70.249      |Socket connection to Master end
01:22:01.694|Info    |PLMASTER|192.168.70.249      |Enable connection (Sender = P2LightTagDiagnostic, Exclusive = False, Interruptible = True, AwakeMode = False): Result = True
01:22:01.694|Info    |PLMASTER|192.168.70.249      |CMD: bp300420
01:22:02.101|Info    |PLMASTER|192.168.70.249      |RSP: 000319
01:22:02.323|Info    |PLMASTER|192.168.70.249      |CMD: rs300420
01:22:02.726|Info    |PLMASTER|192.168.70.249      |RSP: 0000DB 0DAE
01:22:02.726|Info    |PLMASTER|192.168.70.249      |Socket disconnection from Master begin
01:22:02.726|Info    |PLMASTER|192.168.70.249      |Socket disconnection from Master end
01:22:02.726|Info    |PLMASTER|192.168.70.249      |Disable connection (Sender = P2LightTagDiagnostic): Result = True
